"";"GeneID_final";"GeneSymbol_final";"Protein.name";"Fasta.headers";"Controle_neg_0h_1";"Controle_neg_0h_2";"Controle_neg_0h_3";"Controle_neg_24h_1";"Controle_neg_24h_2";"Lampada_2_48h_3";"Controle_neg_48h_1";"Controle_neg_48h_2";"Controle_neg_48h_3";"Lampada_1_0h_1";"Lampada_1_0h_2";"Lampada_1_0h_3";"Lampada_1_24h_1";"Lampada_1_24h_2";"Lampada_1_24h_3";"Lampada_1_48h_1";"Lampada_1_48h_2";"Lampada_1_48h_3";"Lampada_2_0h_1";"Lampada_2_0h_2";"Lampada_2_0h_3";"Lampada_2_24h_1";"Lampada_2_24h_2";"Lampada_2_24h_3";"Lampada_2_48h_1";"Lampada_2_48h_2";"Controle_neg_24h_3";"Keep"
"HMOX2";3163;"HMOX2";"Isoform of P30519, Heme oxygenase (biliverdin-producing)";"tr|A0A087WT44|A0A087WT44_HUMAN Isoform of P30519, Heme oxygenase (biliverdin-producing) OS=Homo sapiens OX=9606 GN=HMOX2 PE=1 SV=1";21,9679360822434;20,1911775901895;21,4503498576123;21,7003010082802;21,2216686318691;21,0852616335226;21,2030492442369;21,0359598914956;21,5241420732287;22,6067111141347;21,7189144894053;22,0209320766124;21,3665456109493;20,9305888765965;20,9341205567472;21,5360890114951;21,0099370662053;20,6685280842903;21,9343175682085;21,2812145690284;21,1923565363455;21,2340514876115;21,6010850421758;21,1444045953959;20,8685209706492;21,4600251295571;21,0035363077691;TRUE
"COL1A2";1278;"COL1A2";"Isoform of P08123, Collagen alpha-2(I) chain";"tr|A0A087WTA8|A0A087WTA8_HUMAN Isoform of P08123, Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=1";20,4880129085188;20,7419255963094;20,4345073887225;24,6716954232971;14,3652720360891;28,7179728315212;24,0873511854568;27,5364203951809;31,4819376978409;33,2489626781885;17,0722871231709;14,6819027425849;12,6806476012656;11,4580129873762;13,3282287496361;10,6562663406953;15,1495869299614;11,6011937757386;17,2683920746425;17,1683074839531;17,1975914778445;12,902047289434;8,71676825685385;9,4891133593561;32,9383027781934;28,2956334670888;21,4346343761187;TRUE
"NDUFS7";374291;"NDUFS7";"Isoform of O75251, NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial";"tr|A0A087WXF6|A0A087WXF6_HUMAN Isoform of O75251, NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=1";18,9923780566461;18,9481584292341;18,7721731539533;18,7074280264745;18,2648520752632;17,7694036756067;18,5907966383247;18,2338416553122;18,4036229028573;19,734447010215;19,2513907325837;19,4009146473169;19,0896364314662;20,33472129892;19,1032773177693;18,5690345243577;18,7955277722418;18,9461418162623;19,1546373301957;14,997667494533;19,2235512500235;19,4651104033189;19,5557109640589;19,4205178230718;20,1026801392918;18,9686196859556;18,8294816765086;TRUE
"KHSRP";8570;"KHSRP";"Isoform of Q92945, Far upstream element-binding protein 2";"tr|A0A087WTP3|A0A087WTP3_HUMAN Isoform of Q92945, Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=1";18,9288519950241;18,943328074147;17,9267755190025;18,3459472069017;19,6689332995286;17,3483267180972;18,9013531514745;18,8344461262703;18,4285091238461;20,5013024259056;19,4774073753917;18,7378097537273;18,4490181552775;19,7977695980753;18,4533620418171;17,8783839058857;18,8318759082205;18,8071132842311;18,8434097271949;17,5212467730177;17,8026604238611;16,5009997524887;17,2321856439827;16,8073811626634;20,1949566953693;17,7491889804359;19,032639858083;TRUE
"UBXN1";51035;"UBXN1";"Isoform of Q04323, UBX domain-containing protein 1";"tr|A0A087WTZ5|A0A087WTZ5_HUMAN Isoform of Q04323, UBX domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBXN1 PE=1 SV=1";18,9477433703574;21,1987185759742;19,356183591909;19,6723037095373;20,0503481698802;19,1436592450063;20,5630741381689;20,1849845086228;19,714774873176;20,1715902453327;19,3523417107342;19,2315867535722;19,0597557379163;20,0295767905979;19,5434478802671;19,00216120615;20,1543961310061;19,5250653560087;19,1801622142482;19,3868809614302;19,3779672304193;19,484371431423;19,2234755552613;19,0539935750634;21,5570898181562;19,1347952661412;19,3115304337744;TRUE
"CD9";928;"CD9";"Isoform of P21926, CD9 antigen";"tr|A6NNI4|A6NNI4_HUMAN Isoform of P21926, CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=1";19,5796777213906;20,1870249437979;19,9807858794032;20,6394248835674;21,7942203945871;18,1073782183053;20,7858890339198;20,6157925008758;20,2467638077028;18,0923034837364;19,7618544890151;17,652747348157;20,9061289592378;19,2715618486478;18,4565856774327;18,9375602009338;18,8331958281168;19,7871232526642;20,0631279284625;19,1783280530279;18,254902899715;19,0822379199132;20,9059334841275;17,1978367185363;19,4359234494431;20,0841625040925;19,3580060821268;TRUE
"MAGT1";84061;"MAGT1";"Isoform of Q9H0U3, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1";"tr|A0A087WU53|A0A087WU53_HUMAN Isoform of Q9H0U3, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1";18,9827911784836;19,542277171275;19,2660204549349;19,3891899060437;19,5302745497535;19,1969707673385;19,3753611310882;19,0675934416191;18,9343543522833;19,5220965258479;18,7376558422345;19,3504649490511;19,212519573231;20,280692376531;18,9613484909076;19,3186879253181;19,5133110223321;19,6301920807012;19,0663991098452;19,1288498770508;18,6376332377846;19,2150748297373;19,2700871105779;19,0575621056753;20,7546931335101;19,363830546885;19,6563461940829;TRUE
"CTNNBL1";56259;"CTNNBL1";"Isoform of Q8WYA6, Beta-catenin-like protein 1";"tr|A0A087WUB9|A0A087WUB9_HUMAN Isoform of Q8WYA6, Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1";16,8824022835276;15,8761977794823;16,8021060997192;17,0524262885946;16,5921194112792;15,1766796831357;16,8857518582853;16,5546326707032;16,6255339969886;15,8704862851047;17,4290056730963;16,4641571900538;16,0270308848251;11,4580129873762;15,7778424173379;16,9014541426691;16,3938298887061;15,601362188472;15,6107086008434;16,0439283916419;16,668244677842;12,902047289434;15,8737982428657;9,4891133593561;18,5962002052242;17,2568396508899;15,0787299634915;TRUE
"SPCS2";9789;"SPCS2";"Isoform of Q15005, Signal peptidase complex subunit 2";"tr|E9PL01|E9PL01_HUMAN Isoform of Q15005, Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1";20,2428404920013;17,1591955369263;18,6526789646297;20,4374366627665;18,9532001897638;19,1507023606477;19,602767965273;19,4630763133645;18,6721394071221;19,5002253447332;19,2441985760568;19,0940347196487;19,6204404871228;19,9773243464233;18,2796558503961;19,3036848740648;20,4176555155949;19,3094841287623;19,3161122544869;19,5235399582312;19,0260423489202;19,4640401814468;19,331636718579;18,8963162746934;20,8434573619454;19,6899478581615;18,8631050021653;TRUE
"OSTC";58505;"OSTC";"Isoform of Q9NRP0, Oligosaccharyltransferase complex subunit OS=Homo sapiens OX=9606 GN";"tr|A0A087WUD3|A0A087WUD3_HUMAN Isoform of Q9NRP0, Oligosaccharyltransferase complex subunit OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1";18,9240219456641;19,1532258316704;18,7783460082814;18,256133901507;17,7444697932774;17,3950145119725;18,3607131754155;17,9061859654339;18,5575803107083;15,8132831476306;18,3426964089035;18,5268155891265;18,3975431129571;16,3986435842916;18,3461197566799;18,0988407802645;18,1714691107785;18,8197781968006;19,6633844979856;17,9929697618001;17,8149162569249;17,9689854955113;18,6057218957157;17,3471271376147;19,8473512428753;18,6048822224958;18,4266947638344;TRUE
"EIF5B";9669;"EIF5B";"Isoform of O60841, Eukaryotic translation initiation factor 5B";"tr|A0A087WUT6|A0A087WUT6_HUMAN Isoform of O60841, Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1";20,0717206718551;19,1826134297498;19,7065968450517;20,1725467831917;19,264797498186;18,2562763720836;19,2795783631327;19,3049306937066;20,0424457608832;19,0311777311418;19,5113620590614;20,2316278126782;19,3272801890845;20,6302148933245;19,5472059553892;19,0495133264987;20,4180919768858;19,6818426181724;20,3299583317734;19,7966007477895;18,7292976363429;19,6733038042546;19,3923048079287;18,9136808485629;21,693541411383;19,3046188234127;18,8177714550938;TRUE
"BSG";682;"BSG";"Isoform of P35613, Basigin (Fragment)";"tr|R4GN83|R4GN83_HUMAN Isoform of P35613, Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1";19,884095144028;17,1717948451661;19,9247549923819;19,9202153257925;20,5383058739748;17,8227005160268;17,4518307200629;19,0370197125144;20,053218585158;21,5459502087417;20,6841585629469;19,4147058136742;20,566805444985;21,5409983256189;20,5478055287451;19,5976844928137;17,1661672490886;18,0441483948969;20,6221901774235;19,3570503680713;19,0356203796992;17,2582617324099;17,204787040971;17,1467709933959;19,8415911149503;18,1030891979181;20,3073155630312;TRUE
"SPTBN1";6711;"SPTBN1";"Isoform of Q01082, Spectrin beta chain";"tr|A0A087WUZ3|A0A087WUZ3_HUMAN Isoform of Q01082, Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1";24,0290601739057;22,3908326306396;23,280306363659;23,9173916301922;23,8823419886594;23,2636332131917;23,714353409299;23,9977846671052;23,9380118445296;23,2541462543832;23,65358495468;23,2648995013922;23,9432522979594;20,7690351063238;23,5284047385987;24,0887389256367;23,5866895238927;22,5734440734685;23,7278956479483;23,6366971822686;23,4092564845725;23,1673767717456;22,5128427119399;22,6660129624829;22,5022427674854;23,2278187667088;23,1004409019923;TRUE
"MYCBP";26292;"MYCBP";"readthrough, Uncharacterized protein";"tr|A0A087WV05|A0A087WV05_HUMAN readthrough, Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1";16,6773416131578;20,5371947710882;15,9738518672633;16,2295786357132;20,5893864951723;16,3444394763488;18,7210591044395;17,3091979763313;16,8606382366175;16,4803830041938;17,2130317596329;18,0677574571331;18,4194506011973;18,7573123340405;18,4815162052398;16,6574905825278;17,643604038384;17,6794856569852;16,3552316980759;16,4148548621999;16,478545994287;12,902047289434;8,71676825685385;9,4891133593561;22,8550616092558;16,8815421655081;17,9968447884427;TRUE
"NAT10";55226;"NAT10";"Isoform of Q9H0A0, RNA cytidine acetyltransferase";"tr|A0A087WV29|A0A087WV29_HUMAN Isoform of Q9H0A0, RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1";16,1925123419425;17,0150434395992;16,5486246660701;16,0123524856186;12,681632783706;9,34273990295433;8,61414302190101;10,6470046138585;15,309527517721;18,3025148209847;16,6047938174623;18,5261867510783;16,4076421329537;11,4580129873762;15,4050496180845;16,1665031208519;16,495135621625;16,7538590362661;15,8240214587222;16,2689563120573;15,7429713668691;12,902047289434;8,71676825685385;9,4891133593561;14,6878375479709;9,36794439531654;9,32416946729231;TRUE
"TEX2";55852;"TEX2";"Isoform of Q8IWB9, Testis-expressed protein 2";"tr|A0A087WVA8|A0A087WVA8_HUMAN Isoform of Q8IWB9, Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=1";15,4565598487121;12,4359940706473;15,6391486959729;15,4832868078375;12,681632783706;9,34273990295433;8,61414302190101;10,6470046138585;9,10765539136276;13,2422470698534;15,1660574544556;15,5598598617057;12,6806476012656;11,4580129873762;9,03190578760827;10,6562663406953;13,4248815188854;11,6011937757386;8,44267226563657;7,67545915031493;10,1961057112399;15,4030756774061;8,71676825685385;9,4891133593561;14,6878375479709;9,36794439531654;9,32416946729231;TRUE
"MTHFD1L";25902;"MTHFD1L";"Isoform of Q6UB35, Formyltetrahydrofolate synthetase";"tr|A0A087WVM4|A0A087WVM4_HUMAN Isoform of Q6UB35, Formyltetrahydrofolate synthetase OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1";18,1182321704627;16,6792012938796;16,5794919484548;17,2431263702655;16,9580726762044;16,644005753231;17,4816682044296;16,6265011406409;16,7779431507794;17,1549551441991;16,5535010435656;17,0213608360045;16,9175565848224;18,3573935762709;16,6335672236123;17,1052494337375;16,9683799916691;16,6869390853352;17,0158926873036;16,9128446752391;16,9252557704844;16,9430842987671;17,2405311515824;16,6077884014883;18,9273650647726;16,6175410324782;17,4898277058962;TRUE
"CLTC";1213;"CLTC";"Isoform of Q00610, Clathrin heavy chain";"tr|A0A087WVQ6|A0A087WVQ6_HUMAN Isoform of Q00610, Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1";26,9894987896498;25,9758620126548;26,5264364501816;27,3714617761689;26,3337083887365;26,8990869553954;27,1677458862815;26,8410391904893;26,8387604259505;25,8181278583375;26,5760430822193;26,7343219231392;26,880424951796;27,0823128649821;26,4354423658522;27,556542449355;26,8481633938194;27,034424119102;26,7753016759732;26,9305317620216;26,9303629745732;27,3014235954928;27,2119741737844;27,2525145169338;26,0508865655569;26,7084779154276;27,2143001758379;TRUE
"EEF1A1";1915;"EEF1A1";"Isoform of P68104, Elongation factor 1-alpha";"tr|A0A7I2V659|A0A7I2V659_HUMAN Isoform of P68104, Elongation factor 1-alpha OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1";27,8552293542897;27,906349306386;27,9951468279877;28,2182103968989;27,6990951698723;28,0582560188272;28,2209325297286;28,0946902534502;28,3301105400059;27,7029033115256;27,6290240668996;28,2741091937395;27,8325639551076;28,9763521153908;27,902326426817;28,0014822509982;27,9964313164148;28,6181174147967;27,861001885573;27,8250936455461;27,7053089753498;28,5247686812349;28,5528632126839;28,6975812879376;27,9423676454035;28,0322028280402;28,9302393758599;TRUE
"TGM5";9333;"TGM5";"Isoform of O43548, Protein-glutamine gamma-glutamyltransferase 5";"tr|A0A087WZC4|A0A087WZC4_HUMAN Isoform of O43548, Protein-glutamine gamma-glutamyltransferase 5 OS=Homo sapiens OX=9606 GN=TGM5 PE=1 SV=1";17,0837020532795;18,2158055263114;17,92101572317;16,3021644298754;15,8620786293155;17,5306078724117;16,3531425268033;16,5448719483842;15,575699189259;17,7277576716101;17,0960303542517;17,1594598775019;16,8248412981503;18,6937618800521;17,2425191019456;16,1529703556802;16,7822285709222;17,7068321736711;16,0386911435023;17,393077615234;18,0736070194317;17,3409922701793;17,1537811338103;18,0853079431781;19,4424507789309;17,2026914818371;18,1313152406878;TRUE
"POLR2E";5434;"POLR2E";"Isoform of P19388, DNA-directed RNA polymerase II subunit E";"tr|A0A087WVZ9|A0A087WVZ9_HUMAN Isoform of P19388, DNA-directed RNA polymerase II subunit E OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=1";13,3530441148704;16,1942148790035;11,4155329657636;8,93595672617713;15,515180228988;9,34273990295433;15,5400893232046;14,9176299022057;9,10765539136276;15,5851677018619;14,6808920529147;16,8624568692555;15,2635324881875;11,4580129873762;15,9917098507081;10,6562663406953;13,4248815188854;11,6011937757386;14,2026901134211;7,67545915031493;10,1961057112399;15,6504149067249;8,71676825685385;9,4891133593561;14,6878375479709;9,36794439531654;9,32416946729231;TRUE
"SH3GLB1";51100;"SH3GLB1";"Isoform of Q9Y371, Endophilin-B1";"tr|A0A087WW40|A0A087WW40_HUMAN Isoform of Q9Y371, Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1";18,5030436791451;18,035767778793;18,2828600749157;18,882458471981;19,5312548655598;17,8278924028078;18,6732760155755;18,3432139266493;18,6590999749311;18,3971332236548;18,9619398796354;17,8535884731619;18,2557769646355;17,4976691832753;18,7076890084184;17,829606825775;18,2962353155515;17,6874397103668;19,2735798057618;17,8803632940875;18,6242217647319;18,1150903053605;17,0031000305002;17,4394891709269;18,9378961627196;17,2789073060067;17,383834919008;TRUE
"NOMO3";408050;"NOMO3";"Isoform of Q15155, Nodal modulator 1";"tr|A0A0G2JP90|A0A0G2JP90_HUMAN Isoform of Q15155, Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=1";18,6584557051025;18,7780196806355;19,1520343830457;19,3769650274823;18,7514935378838;19,3231762408822;18,9983907361141;18,6549667146769;19,0144883897964;17,919996225927;19,4833090594994;18,6999119014955;19,0132957377637;18,4597753423703;18,230345678184;19,6338413675029;18,9759195107;19,2224857440098;19,6984284963129;19,3574539752168;19,1374732740892;19,6855660990544;19,7449933410077;19,3698402460062;18,0329560463989;19,1741747695544;19,1077451309555;TRUE
"SELENOI";85465;"SELENOI";"Isoform of Q9C0D9, Ethanolaminephosphotransferase 1 (Fragment)";"tr|C9JAG1|C9JAG1_HUMAN Isoform of Q9C0D9, Ethanolaminephosphotransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=1";18,0335300069344;18,0389265270093;17,5166480939817;17,8928259273738;18,1547588914168;17,9965183386291;17,9903054389082;17,7659124892832;17,50521898226;18,3046735335439;17,694062329757;17,8180080469927;17,5558998943713;18,0325921780888;17,3656626512628;18,045298020481;18,106376285209;17,9607696076583;17,3777939715989;18,3479995220033;18,0192127865667;18,0360458116612;17,7050353360609;18,2508825445837;19,6184944531562;17,218330964069;18,3837061320813;TRUE
"SSH3";54961;"SSH3";"Isoform of Q8TE77, Protein phosphatase Slingshot homolog 3 (Fragment)";"tr|E9PIT5|E9PIT5_HUMAN Isoform of Q8TE77, Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2";17,2992299580079;16,9315549318433;17,0455882392007;17,7955027662525;18,0406108275434;17,1589771641819;17,5194308653631;17,7892985249161;17,4375712800634;17,6206272433966;17,1116367161109;16,9543685077457;16,9310139854953;18,3004946427236;16,5314683340266;17,720632879996;17,6747116252835;17,9547926493627;17,4972112468139;16,9985383614656;17,1332323075287;17,5318394170108;17,7124806192793;17,5462292683079;19,4005955161906;17,4941962431684;18,1774758771752;TRUE
"TRAPPC3";27095;"TRAPPC3";"Isoform of O43617, Trafficking protein particle complex subunit 3";"tr|A6NKE1|A6NKE1_HUMAN Isoform of O43617, Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1";18,0741466243783;17,8211720515656;17,928823814152;19,2574646249609;18,4884840676879;18,889521384016;18,5641012997208;18,5514649484666;18,1918780598015;17,7841158542447;18,9145717967853;18,6907930774431;18,6996822779556;17,7571699870526;19,4114592778425;18,7283142119273;18,5522099762764;18,8127951143724;19,3380676305967;19,0234928603276;19,3574026044738;19,0988446480391;18,8552098488183;19,098979992933;20,6455886984889;19,3752988043987;18,9940178867873;TRUE
"MUC1";4582;"MUC1";"Isoform of P15941, Mucin-1";"tr|A0A0C4DGW3|A0A0C4DGW3_HUMAN Isoform of P15941, Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=1";21,6154310505308;21,9528700462415;19,8381801962384;21,5125700043631;21,0545140849076;20,02248433511;22,3761519031178;21,4503461859662;21,530724833934;21,6602351976979;21,2535289900679;19,4341023421319;20,9212865147478;21,961731657975;21,3745797193439;21,9664927169964;21,05720131119;21,4389451926415;20,8288477833725;20,823923128974;20,4028855393127;22,370717630883;21,4373031031425;20,1413945753644;23,6038700653247;21,6864727475884;20,3933758062089;TRUE
