"";"GeneID_final";"GeneSymbol_final";"Protein.name";"Fasta.headers";"Controle_neg_0h_1";"Controle_neg_0h_2";"Controle_neg_0h_3";"Controle_neg_24h_1";"Controle_neg_24h_2";"Lampada_2_48h_3";"Controle_neg_48h_1";"Controle_neg_48h_2";"Controle_neg_48h_3";"Lampada_1_0h_1";"Lampada_1_0h_2";"Lampada_1_0h_3";"Lampada_1_24h_1";"Lampada_1_24h_2";"Lampada_1_24h_3";"Lampada_1_48h_1";"Lampada_1_48h_2";"Lampada_1_48h_3";"Lampada_2_0h_1";"Lampada_2_0h_2";"Lampada_2_0h_3";"Lampada_2_24h_1";"Lampada_2_24h_2";"Lampada_2_24h_3";"Lampada_2_48h_1";"Lampada_2_48h_2";"Controle_neg_24h_3";"Keep"
"HMOX2";3163;"HMOX2";"Isoform of P30519, Heme oxygenase (biliverdin-producing)";"tr|A0A087WT44|A0A087WT44_HUMAN Isoform of P30519, Heme oxygenase (biliverdin-producing) OS=Homo sapiens OX=9606 GN=HMOX2 PE=1 SV=1";22,7239450256759;19,9914775583429;22,3666370436444;21,8593133520015;21,6091895617778;20,6141418666718;20,4903259996979;21,043601405558;21,724923469836;21,8934141184994;23,0979787347134;22,5537727059013;21,8423396002658;19,7118450680918;21,1895446853349;21,5239179610811;20,5312672223279;20,3843748318867;22,5410398807356;21,2179174773339;21,001889195816;21,2963650921829;21,2873742082682;21,332980594688;19,1912086519181;22,8318654303797;20,4905218716745;TRUE
"COL1A2";1278;"COL1A2";"Isoform of P08123, Collagen alpha-2(I) chain";"tr|A0A087WTA8|A0A087WTA8_HUMAN Isoform of P08123, Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=1";21,1930914800337;20,5367784134053;21,3074011828775;24,8524811235203;14,6275908798324;28,0763111391044;23,2776744785127;27,5464232638288;31,775607354795;32,1998766317219;18,1563091063452;15,0371608338092;12,9630224885863;10,790837186998;13,4908508767403;10,6502439865534;14,8044335681155;11,4416992568403;17,7460508274427;17,117243484315;17,0430272835945;12,9399097328506;8,5901753272164;9,57374184941658;30,2908788862146;30,1044426410349;20,9110903068616;TRUE
"NDUFS7";374291;"NDUFS7";"Isoform of O75251, NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial";"tr|A0A087WXF6|A0A087WXF6_HUMAN Isoform of O75251, NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=1";19,6459855514112;18,7607524285265;19,574057590763;18,8445096261422;18,5983796872352;17,3723719734522;17,9658821391881;18,2404652730667;18,5752954878318;19,1117769680385;20,473777083647;19,8703586987081;19,5147278073822;19,1506735959699;19,3363627224719;18,5585402951031;18,3673088624953;18,6856681242976;19,6844712682909;14,9530596676852;19,0507786432658;19,5222328602989;19,2717049346297;19,5937193686028;18,4869224588808;20,1811959424639;18,369568841704;TRUE
"KHSRP";8570;"KHSRP";"Isoform of Q92945, Far upstream element-binding protein 2";"tr|A0A087WTP3|A0A087WTP3_HUMAN Isoform of Q92945, Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=1";19,5802732912065;18,7559698478726;18,6925473970357;18,4803799994258;20,0281003120178;16,9607033733772;18,2659995478905;18,8412879193558;18,6004138523452;19,854436220858;20,7141448797364;19,1912086519181;18,8598441309361;18,6449874540986;18,6785176152871;17,8682799955739;18,4028288781174;18,5485509721863;19,3646348389418;17,4691330198296;17,6426581428752;16,5494237084261;16,9819239873173;16,9572774949972;18,5717822648946;18,8838126634596;18,5677648550782;TRUE
"UBXN1";51035;"UBXN1";"Isoform of Q04323, UBX domain-containing protein 1";"tr|A0A087WTZ5|A0A087WTZ5_HUMAN Isoform of Q04323, UBX domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBXN1 PE=1 SV=1";19,5998147981066;20,9890535004321;20,1830150008828;19,8164555864194;20,416480056235;18,7159217837912;19,8718631359856;20,1923168977206;19,8986781395347;19,5351272655327;20,5811380453427;19,696933576874;19,4841817253017;18,8632970053308;19,7819039515831;18,9914221967649;19,6952180944859;19,2566325580041;19,7107021928496;19,3292182195831;19,2038068024878;19,5415504119585;18,9442945541556;19,2239262805559;19,82443361512;20,3579943600662;18,8398434878032;TRUE
"CD9";928;"CD9";"Isoform of P21926, CD9 antigen";"tr|A6NNI4|A6NNI4_HUMAN Isoform of P21926, CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=1";20,2534966642115;19,9873659835337;20,8342982085575;20,7906634918495;22,1921964774509;17,7027949623439;20,0871882903506;20,6232813851062;20,4356295706335;17,5214470838861;21,0166532479528;18,0798909846272;21,3716703097117;18,1494196661353;18,6817805835471;18,9268577005959;18,4041187262506;19,5150876531757;20,6180915071301;19,1212856137732;18,0908360673658;19,1382367964712;20,6023182808117;17,3512153218556;17,8737564959961;21,3680502612152;18,8851839616697;TRUE
"MAGT1";84061;"MAGT1";"Isoform of Q9H0U3, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1";"tr|A0A087WU53|A0A087WU53_HUMAN Isoform of Q9H0U3, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1";19,6360687485073;19,3489950629865;20,0890003963284;19,5312672223279;19,8869095668287;18,7680421370306;18,7240741350342;19,0745199277015;19,1109777037635;18,9061266605241;19,9274220814965;19,8186882687821;19,6403473325243;19,0997906631672;19,1927021750526;19,3077700318907;19,0687388415037;19,360313988643;19,5937923019753;19,0719546016072;18,4701265978092;19,2714635304734;18,9902291735748;19,227526637045;19,0865297541656;20,6016708085876;19,1762370729008;TRUE
"CTNNBL1";56259;"CTNNBL1";"Isoform of Q8WYA6, Beta-catenin-like protein 1";"tr|A0A087WUB9|A0A087WUB9_HUMAN Isoform of Q8WYA6, Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1";17,4633966502804;15,7191748823281;17,5198358626237;17,1773806046314;16,8951018795738;14,8375786599584;16,3181510518028;16,5606462996987;16,780620221745;15,369733648895;18,5356778581525;16,8625405031369;16,3839236226799;10,790837186998;15,9703530909781;16,8919023410245;16,0203289130177;15,3868729036182;16,0425143861402;15,9962086525616;16,5184380138384;12,9399097328506;15,6432643380027;9,57374184941658;17,1015262065407;18,359989715021;14,7104297860408;TRUE
"SPCS2";9789;"SPCS2";"Isoform of Q15005, Signal peptidase complex subunit 2";"tr|E9PL01|E9PL01_HUMAN Isoform of Q15005, Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1";20,9394816509674;16,9894832019285;19,4494590094267;20,5871951708241;19,2992974684317;18,7228075311695;18,9438368735599;19,4701464623908;18,8463167664359;18,8849455686356;20,4661282539325;19,5560531955372;20,0573519009515;18,8140871101831;18,5026919771737;19,2927754595629;19,9524796349059;19,044015165755;19,8504127295134;19,4654707491206;18,8550448630679;19,5211594977457;19,0508849015317;19,0648427379647;19,1681595367038;20,948635293514;18,4023709127301;TRUE
"OSTC";58505;"OSTC";"Isoform of Q9NRP0, Oligosaccharyltransferase complex subunit OS=Homo sapiens OX=9606 GN";"tr|A0A087WUD3|A0A087WUD3_HUMAN Isoform of Q9NRP0, Oligosaccharyltransferase complex subunit OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1";19,5752770195623;18,9637916200467;19,5804941287773;18,3899085730132;18,0684948996114;17,0063479958208;17,7435327446344;17,9126905591185;18,7306890404202;15,3143354102359;19,5073843030613;18,9751090602149;18,8072228333351;15,4437853405;18,56996683156;18,0886122794698;17,7574681428141;18,5610417661111;20,2072908254849;17,9394529546096;17,65480382604;18,0217174132695;18,3355124816996;17,5018371849023;18,2521156830252;19,7942064227609;17,9766200580879;TRUE
"EIF5B";9669;"EIF5B";"Isoform of O60841, Eukaryotic translation initiation factor 5B";"tr|A0A087WUT6|A0A087WUT6_HUMAN Isoform of O60841, Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1";20,7624728791262;18,9928885612664;20,5483967359291;20,3203642692993;19,6165847384121;17,8483662015829;18,6315110268721;19,3119433948207;20,2294056052108;18,4306975537958;20,7502555500799;20,7211726356558;19,7576634579218;19,4289612249447;19,7857078802227;19,0387475562173;19,9529061522899;19,4112544287067;20,8923026716088;19,7377193691582;18,5609671581036;19,7310372271291;19,1106719130622;19,0823621774798;19,9499178792031;20,5386739530827;18,3581446441543;TRUE
"BSG";682;"BSG";"Isoform of P35613, Basigin (Fragment)";"tr|R4GN83|R4GN83_HUMAN Isoform of P35613, Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1";20,5683903688806;17,0019578972156;20,7758738694881;20,0661838137493;20,9133481729144;17,4244779728256;16,8652016333372;19,0439350923967;20,2402789204923;20,8661228126021;21,997519943524;19,8844835700028;21,0247906798632;20,2867116692262;20,7985160999078;19,5866089253868;16,775070094861;17,7960754100983;21,1926179044277;19,299476351884;18,8645368108269;17,3089079549554;16,9549232920303;17,2996941679466;18,2468185267473;19,2603360874796;19,811306420118;TRUE
"SPTBN1";6711;"SPTBN1";"Isoform of Q01082, Spectrin beta chain";"tr|A0A087WUZ3|A0A087WUZ3_HUMAN Isoform of Q01082, Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1";24,8560010538198;22,1693769988698;24,2747631697026;24,0926500516014;24,3184484766263;22,7438408745432;22,9172147190414;24,0065020924067;24,1613102893083;22,5204210974787;25,1554930403842;23,8278404181316;24,4764248442142;19,5596982312992;23,8154825865134;24,0751252534553;23,0493134738641;22,2631018214578;24,3842298910428;23,5663941371088;23,1988646473673;23,2353639269973;22,1858904941692;22,8681593991481;20,6936196721513;24,7126659508105;22,5362092655088;TRUE
"MYCBP";26292;"MYCBP";"readthrough, Uncharacterized protein";"tr|A0A087WV05|A0A087WV05_HUMAN readthrough, Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1";17,2512789810117;20,3340724701968;16,6562013801946;16,3485034071017;20,9653615581735;15,9792465444686;18,0917659385168;17,3154857084066;17,0179175595899;15,9603866356615;18,3059904645738;18,5049430957701;18,82961816137;17,6651138103352;18,7070152969694;16,6480766560929;17,2416294316122;17,4364260965866;16,8076316401719;16,3660318699785;16,3304442564768;12,9399097328506;8,5901753272164;9,57374184941658;21,0180806158985;17,9607011945804;17,5572692310062;TRUE
"NAT10";55226;"NAT10";"Isoform of Q9H0A0, RNA cytidine acetyltransferase";"tr|A0A087WV29|A0A087WV29_HUMAN Isoform of Q9H0A0, RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1";16,7497646983459;16,8467568351363;17,2555265501245;16,1296854984766;12,9132073226525;9,13398985178918;8,32458561472005;10,6508722403371;15,4523377772866;17,7250257396024;17,6591318446019;18,9744650061687;16,7730103889116;10,790837186998;15,5930117234848;16,1573666743784;16,1193265952648;16,5235250949206;16,2617276633059;16,2205672684659;15,6014806419874;12,9399097328506;8,5901753272164;9,57374184941658;13,5072991241228;9,96679381789529;9,09642526882873;TRUE
"TEX2";55852;"TEX2";"Isoform of Q8IWB9, Testis-expressed protein 2";"tr|A0A087WVA8|A0A087WVA8_HUMAN Isoform of Q8IWB9, Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=1";15,9884849889063;12,3129963702477;16,3072008091408;15,5967430093382;12,9132073226525;9,13398985178918;8,32458561472005;10,6508722403371;9,19261337775192;12,824421805369;16,1290414741187;15,9363618867568;12,9630224885863;10,790837186998;9,14210705730255;10,6502439865534;13,1190221571715;11,4416992568403;8,6762039278361;7,65262989684074;10,1044677126414;15,4482776572311;8,5901753272164;9,57374184941658;13,5072991241228;9,96679381789529;9,09642526882873;TRUE
"MTHFD1L";25902;"MTHFD1L";"Isoform of Q6UB35, Formyltetrahydrofolate synthetase";"tr|A0A087WVM4|A0A087WVM4_HUMAN Isoform of Q6UB35, Formyltetrahydrofolate synthetase OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1";18,7417566339705;16,5142363226844;17,2877123795495;17,3694780709249;17,2677376797882;16,2721194448601;16,8940361549497;16,6325408765469;16,9344510778573;16,6136743757213;17,6045821846138;17,4332268091456;17,294279705328;17,2884814738321;16,8365188786331;17,0955824578492;16,5817890287418;16,4575251670135;17,4865670873095;16,8625405031369;16,7731392067197;16,9928055992843;16,9901482937763;16,7559046693033;17,4060736120187;17,6798236883139;17,062636114611;TRUE
"CLTC";1213;"CLTC";"Isoform of Q00610, Clathrin heavy chain";"tr|A0A087WVQ6|A0A087WVQ6_HUMAN Isoform of Q00610, Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1";27,9183207958385;25,7189487916205;27,6595570739353;27,5720304358591;26,8145783589433;26,2980656450987;26,2545242184054;26,8507894552493;27,0891176194311;25,0035028144157;28,2635155760373;27,3812124756179;27,4790029744308;25,5053672129135;26,75798994132;27,5409689593306;26,2364811151139;26,6627518108964;27,5159298218429;26,8504318065988;26,6883250206314;27,3815425551345;26,8167768448696;27,4955655867838;23,9570403839454;28,4158275646855;26,5495869268955;TRUE
"EEF1A1";1915;"EEF1A1";"Isoform of P68104, Elongation factor 1-alpha";"tr|A0A7I2V659|A0A7I2V659_HUMAN Isoform of P68104, Elongation factor 1-alpha OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1";28,8138447851779;27,6303426782279;29,1910058456655;28,4249837393109;28,2048979558858;27,4313347472971;27,2723088499544;28,1048959189752;28,594379338312;26,828808994899;29,383356643788;28,9582579883027;28,4523443762499;27,2891205739423;28,2427719398645;27,9856573046971;27,3585880251605;28,2246723127596;28,6316614440832;27,7423329789413;27,4563061563365;28,6084776784148;28,1381922592845;28,9535201602867;25,6964932237296;29,8241720977954;28,223614061817;TRUE
"TGM5";9333;"TGM5";"Isoform of O43548, Protein-glutamine gamma-glutamyltransferase 5";"tr|A0A087WZC4|A0A087WZC4_HUMAN Isoform of O43548, Protein-glutamine gamma-glutamyltransferase 5 OS=Homo sapiens OX=9606 GN=TGM5 PE=1 SV=1";17,6716239905458;18,0356428326067;18,6865415619941;16,4216210850036;16,1517300967541;17,1389117181427;15,803444949542;16,5508820317038;15,7209923501067;17,1684035832304;18,1815599376824;17,5746674340019;17,1994998183728;17,6052637645285;17,4529007802365;16,1438415572048;16,3998786997805;17,4633966502804;16,4823352983858;17,3413450778315;17,9111695926706;17,3918812743729;16,9046581395881;18,246601442955;17,8797591898293;18,3023801035852;17,6884552228528;TRUE
"POLR2E";5434;"POLR2E";"Isoform of P19388, DNA-directed RNA polymerase II subunit E";"tr|A0A087WVZ9|A0A087WVZ9_HUMAN Isoform of P19388, DNA-directed RNA polymerase II subunit E OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=1";13,8125784441354;16,0340466464859;11,9031663445984;9,00143634426531;15,7984971148717;9,13398985178918;15,0177218676902;14,9230488742546;9,19261337775192;15,093417564388;15,6130700091048;17,2704778421331;15,6034235096868;10,790837186998;16,1868299916365;10,6502439865534;13,1190221571715;11,4416992568403;14,5955488820117;7,65262989684074;10,1044677126414;15,6963427300819;8,5901753272164;9,57374184941658;13,5072991241228;9,96679381789529;9,09642526882873;TRUE
"SH3GLB1";51100;"SH3GLB1";"Isoform of Q9Y371, Endophilin-B1";"tr|A0A087WW40|A0A087WW40_HUMAN Isoform of Q9Y371, Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1";19,1398111228314;17,8573857412068;19,0638426939343;19,0208226345658;19,8879077838142;17,429553854383;18,0455890392973;18,3498772749297;18,8331556998773;17,8166587003824;20,1659472586618;18,2855918635727;18,6622998115306;16,4788170092581;18,9359477093231;17,8195304816708;17,8793917964852;17,4442707967463;19,8067037962422;17,8271814142993;18,4568356610262;18,1682509833744;16,7561653659143;17,5950229473789;17,4157582704724;18,3834680534175;16,9592322169936;TRUE
"NOMO3";408050;"NOMO3";"Isoform of Q15155, Nodal modulator 1";"tr|A0A0G2JP90|A0A0G2JP90_HUMAN Isoform of Q15155, Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=1";19,3005715293149;18,5922964303947;19,9701452207765;19,5189527640602;19,0939075270488;18,8914277312526;18,3597752930951;18,6617433101458;19,1918592472125;17,3545765412496;20,720421297192;19,152393785122;19,436687145708;17,3849017667846;18,4527801552418;19,6227453661363;18,5435907321322;18,9582128445965;20,2433041713034;19,2998787585737;18,9654742973488;19,7433355069499;19,4582383787263;19,5425898244603;16,5835529304665;20,399891213272;18,6410356707123;TRUE
"SELENOI";85465;"SELENOI";"Isoform of Q9C0D9, Ethanolaminephosphotransferase 1 (Fragment)";"tr|C9JAG1|C9JAG1_HUMAN Isoform of Q9C0D9, Ethanolaminephosphotransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=1";18,6541395132558;17,8605132479505;18,2649007004562;18,023938402976;18,4862761330584;17,5944120868222;17,3855759627386;17,772366127283;17,6685110801851;17,7271163395035;18,8175645529056;18,249150497612;17,9468377557776;16,9825925723486;17,577546844727;18,0350997792022;17,6938583284766;17,7138429238193;17,8584788760771;18,2934267435377;17,8572642306331;18,0889745251192;17,4479065210595;18,4136527185216;18,0416533120174;18,3190193456907;17,934681429932;TRUE
"SSH3";54961;"SSH3";"Isoform of Q8TE77, Protein phosphatase Slingshot homolog 3 (Fragment)";"tr|E9PIT5|E9PIT5_HUMAN Isoform of Q8TE77, Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2";17,8945691156686;16,7640940671167;17,77371874456;17,9259020911964;18,3700436542114;16,7755845622074;16,9305294547686;17,7957606581175;17,6002323470244;17,0646533818973;18,1981572411307;17,3646134671067;17,308036777762;17,2348956445353;16,7331742467278;17,7106181221616;17,2720282936965;17,7079481374196;17,9811993370488;16,9479793091216;16,9792465444687;17,5832884826533;17,455243677024;17,702715004435;17,8412680537513;18,6125194180945;17,733488379065;TRUE
"TRAPPC3";27095;"TRAPPC3";"Isoform of O43617, Trafficking protein particle complex subunit 3";"tr|A6NKE1|A6NKE1_HUMAN Isoform of O43617, Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1";18,6961539190911;17,6449124644095;18,6946831885017;19,3985767036816;18,8260953395816;18,4674622668451;17,9400841426658;18,5582039459268;18,3615754475687;17,2229835274406;20,115571491912;19,1430543128278;19,116090086311;16,7232076314839;19,6483049125669;18,7177299662771;18,1295345810602;18,5541546878867;19,8729754104333;18,9669109501164;19,1834270021235;19,1548922588242;18,581377141173;19,2693139089995;18,9861946139664;20,613872178842;18,5300862310615;TRUE
"MUC1";4582;"MUC1";"Isoform of P15941, Mucin-1";"tr|A0A0C4DGW3|A0A0C4DGW3_HUMAN Isoform of P15941, Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=1";22,3593088153408;21,7357460658408;20,6856008876802;21,6702067198426;21,4389826683396;19,5751107944974;21,6239957674139;21,458138229822;21,7315676358175;20,9768018307978;22,6030431166196;19,9043494363792;21,3871653963292;20,6829465917733;21,6353780358504;21,9540784253331;20,5774546450119;21,1442001590451;21,4049918396034;20,761986167272;20,2195136079687;22,4363669043268;21,1259708612627;20,3210252474908;21,7067034148476;23,0727887988616;19,8952646293107;TRUE
